id,year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,youtube_url
ane,1984,tr,Turkey,"Bes Yil Önce, On Yil Sonra",Halay,12.0,,15.0,,12.0,37.0,,,,,,,Selçuk Başar,Ülkü Aker,https://youtube.com/watch?v=yyAicsOvL9k
anf,1984,nl,Netherlands,Maribelle,Ik Hou Van Jou,13.0,,11.0,,13.0,34.0,,,,,,,Peter van Asten;Richard Debois,,https://youtube.com/watch?v=gPEBOXtGt04
ang,1984,de,Germany,Mary Roos,Aufrecht Geh'n,13.0,,14.0,,13.0,34.0,,,,,,,Michael Reinecke,Michael Kunze,https://youtube.com/watch?v=ag3TeXJOGF4
anh,1984,cy,Cyprus,Andy Paul,Anna Maria Lena,15.0,,7.0,,15.0,31.0,,,,,,,Andy Paul,,https://youtube.com/watch?v=-xnUr1pgNiI
ani,1984,ch,Switzerland,Rainy Day,Welche Farbe Hat Der Sonnenschein,16.0,,17.0,,16.0,30.0,,,,,,,Günter Loose,,https://youtube.com/watch?v=MgeHg45UQFg
anj,1984,no,Norway,Dollie de Luxe,Lenge Leve Livet,17.0,,5.0,,17.0,29.0,,,,,,,Benedicte Adrian;Ingrid Bjørnov,,https://youtube.com/watch?v=e7fLpKM13w4
ank,1984,yu,Yugoslavia,Vlado and Isolda,Ciao Amore,18.0,,12.0,,18.0,26.0,,,,,,,Slobodan Bućevac,Milan Perić,https://youtube.com/watch?v=u0B8uU5njnM
anl,1984,at,Austria,Anita,Einfach Weg,19.0,,13.0,,19.0,5.0,,,,,,,Brigitte Seuberth,Walter Müller,https://youtube.com/watch?v=RylzE-ULCpY
anm,1985,no,Norway,Bobbysocks,La Det Swinge,1.0,,13.0,,1.0,123.0,,,,,,,Rolf Løvland,,https://youtube.com/watch?v=GAOefRmvlqo
ann,1985,de,Germany,Wind,Für Alle,2.0,,10.0,,2.0,105.0,,,,,,,Hanne Haller,,https://youtube.com/watch?v=NO44b0qSV2g
ano,1985,se,Sweden,Kikki Danielsson,Bra Vibrationer,3.0,,16.0,,3.0,103.0,,,,,,,Lasse Holm,Ingela Forsman,https://youtube.com/watch?v=4HzLAePT-5E
anp,1985,gb,United Kingdom,Vikki,Love Is...,4.0,,14.0,,4.0,100.0,,,,,,,James Kaleth;Vikki Watson,,https://youtube.com/watch?v=d37sYIghR7o
anq,1985,il,Israel,Izhar Cohen,Olé Olé,5.0,,11.0,,5.0,93.0,,,,,,,Kobi Oshrat,Hamutal Ben Zeev,https://youtube.com/watch?v=evRyT_4KcTQ
anr,1985,ie,Ireland,Maria Christian,Wait Until The Weekend Comes,6.0,,1.0,,6.0,91.0,,,,,,,Brendan J. Graham,,https://youtube.com/watch?v=2R5N-eh4n5I
ans,1985,it,Italy,Al Bano and Romina Power,"Magic, Oh Magic",7.0,,12.0,,7.0,78.0,,,,,,,Dario Farina;Michael Hoffmann,Cristiano Minellono,https://youtube.com/watch?v=y0X_tqgeOsg
ant,1985,at,Austria,Gary Lux,Kinder Dieser Welt,8.0,,17.0,,8.0,60.0,,,,,,,Geoff Bastow;Mick Jackson,Michael Kunze,https://youtube.com/watch?v=2a2rYKHg9CA
anu,1985,fi,Finland,Sonja Lumme,Eläköön Elämä,9.0,,2.0,,9.0,58.0,,,,,,,Petri Laaksonen,Veli-Pekka Lehto,https://youtube.com/watch?v=lM5IJPhHnN8
anv,1985,fr,France,Roger Bens,Femme Dans Ses Rêves Aussi,10.0,,6.0,,10.0,56.0,,,,,,,Didier Pascalis,,https://youtube.com/watch?v=vy4Z4Zd4s-c
anw,1985,dk,Denmark,Hot Eyes,Sku' Du Spør Fra No'n,11.0,,4.0,,11.0,41.0,,,,,,,Søren Bundgaard,Keld Heick,https://youtube.com/watch?v=9D6b-WyblBw
anx,1985,ch,Switzerland,Mariella Farré and Pino Gasparini,Piano Piano,12.0,,15.0,,12.0,39.0,,,,,,,Anita Kerr,Trudi Müller-Bosshard,https://youtube.com/watch?v=bpCFuTA900s
any,1985,lu,Luxembourg,"Margo, Franck, Diane, Ireen, Malcolm & Chris","Children, Kinder, Enfants",13.0,,18.0,,13.0,37.0,,,,,,,Ralph Siegel,Gunter Johansen;Jean-Michel Beriat,https://youtube.com/watch?v=_aElCCjn6QU
anz,1985,es,Spain,Paloma San Basilio,La Fiesta Terminó,14.0,,5.0,,14.0,36.0,,,,,,,Juan Carlos Calderón,,https://youtube.com/watch?v=VOna_jv4L0s
an0,1985,tr,Turkey,MFÖ,Di Dai Di Dai Dai (Aşık oldum),14.0,,7.0,,14.0,36.0,,,,,,,Fuat Güner;Mazhar Alanson;Özkan Uğur,,https://youtube.com/watch?v=YyCnfW8I8tE
an1,1985,cy,Cyprus,Lia Vishy,To Katalava Arga,16.0,,3.0,,16.0,15.0,,,,,,,Lia Vissi,,https://youtube.com/watch?v=2fvFeOLF0X0
an2,1985,gr,Greece,Takis Biniaris,Miazoume,16.0,,19.0,,16.0,15.0,,,,,,,Takis Biniaris,Maro Bizani,https://youtube.com/watch?v=-kgtjgiXvlk
an3,1985,pt,Portugal,Adelaïde,"Penso Em Ti, Eu Sei",18.0,,9.0,,18.0,9.0,,,,,,,Tozé Brito,Adelaide;Luís Fernando,https://youtube.com/watch?v=cCR0VyVtHTs
an4,1985,be,Belgium,Linda Lepomme,Laat Me Nu Gaan,19.0,,8.0,,19.0,7.0,,,,,,,Pieter Verlinden,Bert Vivier,https://youtube.com/watch?v=tlqa2EVakU4
an5,1986,be,Belgium,Sandra Kim,J'aime La Vie,1.0,,13.0,,1.0,176.0,,,,,,,Angelo Crisci;Jean-Paul Furnémont,Rosario Marino Atria,https://youtube.com/watch?v=AxWxqisw4_g
an6,1986,ch,Switzerland,Daniela Simons,Pas Pour Moi,2.0,,10.0,,2.0,140.0,,,,,,,Atilla Şereftuğ,Nella Martinetti,https://youtube.com/watch?v=k1oq0Ch-Zq4
an7,1986,lu,Luxembourg,Sherisse Laurence,L'amour De Ma Vie,3.0,,1.0,,3.0,117.0,,,,,,,Rolf Soja,Alain Garcia;Frank Dostal,https://youtube.com/watch?v=B_4Jpemcr0U
an8,1986,ie,Ireland,Luv Bug,You Can Count On Me,4.0,,12.0,,4.0,96.0,,,,,,,Kevin Sheerin,,https://youtube.com/watch?v=8F2QR9U7SB0
an9,1986,se,Sweden,Lasse Holm & Monica Törnell,E' De' Det Här Du Kallar Kärlek,5.0,,17.0,,5.0,78.0,,,,,,,Lasse Holm,,https://youtube.com/watch?v=rH0ao0Mz2Y4
aoa,1986,dk,Denmark,Lise Haavik and Trax,Du Er Fuld Af Løgn,6.0,,18.0,,6.0,77.0,,,,,,,John Hatting,,https://youtube.com/watch?v=TeKay_HxlIQ
aob,1986,gb,United Kingdom,Ryder,Runner In The Night,7.0,,5.0,,7.0,72.0,,,,,,,Brian Wade,Maureen Darbyshire,https://youtube.com/watch?v=EjLSSXAZyzA
aoc,1986,de,Germany,Ingrid Peters,Über Die Brücke Geh'n,8.0,,14.0,,8.0,62.0,,,,,,,Hans Blum,,https://youtube.com/watch?v=ggMgLDfn1-I
aod,1986,tr,Turkey,Klips ve Onlar,Halley,9.0,,8.0,,9.0,53.0,,,,,,,Melih Kibar,İlhan İrem,https://youtube.com/watch?v=WIJuwwpuQy0
aoe,1986,es,Spain,Cadillac,Valentino,10.0,,9.0,,10.0,51.0,,,,,,,José María Guzmán,,https://youtube.com/watch?v=XxuBOo_cFkg
aof,1986,yu,Yugoslavia,Doris Dragović,Željo Moja,11.0,,2.0,,11.0,49.0,,,,,,,Zrinko Tutić,,https://youtube.com/watch?v=koYHBfE-GNg
aog,1986,no,Norway,Ketil Stokkan,Romeo,12.0,,4.0,,12.0,44.0,,,,,,,Ketil Stokkan,,https://youtube.com/watch?v=EHxpc4tjpqQ
aoh,1986,nl,Netherlands,Frizzle Sizzle,Alles Heeft Ritme,13.0,,7.0,,13.0,40.0,,,,,,,Peter Schön;Rob Ten Bokum,Peter Schön,https://youtube.com/watch?v=9E7uTpnMq2s
aoi,1986,pt,Portugal,Dora,Não Sejas Mau Para Mim,14.0,,20.0,,14.0,28.0,,,,,,,Guilherme Inês;Zé Da Ponte;Luís Manuel de Oliveira Fernandes,,https://youtube.com/watch?v=cLC5vwPgXCs
aoj,1986,fi,Finland,Kari Kuivalainen,Päivä Kahden Ihmisen,15.0,,19.0,,15.0,22.0,,,,,,,Kari Kuivalainen,,https://youtube.com/watch?v=fOEmzo4UxhI
aok,1986,is,Iceland,Icy,Gleðibankinn,16.0,,6.0,,16.0,19.0,,,,,,,Magnús Eiríksson,,https://youtube.com/watch?v=yliSZDpIx0g
aol,1986,fr,France,Cocktail Chic,Européennes,17.0,,3.0,,17.0,13.0,,,,,,,Georges Costa;Michel Costa,,https://youtube.com/watch?v=FSxta4N45cQ
aom,1986,at,Austria,Timna Brauer,Die Zeit Ist Einsam,18.0,,16.0,,18.0,12.0,,,,,,,Peter Janda,Peter Cornelius,https://youtube.com/watch?v=arzmTIXxArk
aon,1986,il,Israel,Moti Galadi and Sarai Tzuriel,Yavoh Yom,19.0,,11.0,,19.0,7.0,,,,,,,Yoram Zadok,Moti Giladi,https://youtube.com/watch?v=9b-9IUqeHVQ
aoo,1986,cy,Cyprus,Elpida,Tora Zo,20.0,,15.0,,20.0,4.0,,,,,,,Peter Yiannakis,Fivos Gavris;Peter Yiannakis,https://youtube.com/watch?v=w0hVzY3IKxQ
aop,1987,ie,Ireland,Johnny Logan,Hold Me Now,1.0,,20.0,,1.0,172.0,,,,,,,Johnny Logan,,https://youtube.com/watch?v=M6RjdihLfiA
aoq,1987,de,Germany,Wind,Laß Die Sonne In Dein Herz,2.0,,16.0,,2.0,141.0,,,,,,,Ralph Siegel,Gunter Johansen,https://youtube.com/watch?v=LSzqCRKYkVI
aor,1987,it,Italy,Umberto Tozzi and Raf,Gente Di Mare,3.0,,7.0,,3.0,103.0,,,,,,,Raf;Umberto Tozzi,Giancarlo Bigazzi,https://youtube.com/watch?v=Z5zN_e02IgM
aos,1987,yu,Yugoslavia,Novi Fosili,Ja Sam Za Ples,4.0,,21.0,,4.0,92.0,,,,,,,Rajko Dujmić,Stevo Cvikić,https://youtube.com/watch?v=aY_210CQXVE
aot,1987,nl,Netherlands,Marcha,Rechtop In De Wind,5.0,,12.0,,5.0,83.0,,,,,,,Peter Koelewijn,,https://youtube.com/watch?v=g7ATYXsxYds
aou,1987,dk,Denmark,Anne-Cathrine Herdorf,En Lille Melodi,5.0,,19.0,,5.0,83.0,,,,,,,Helge Engelbrecht,Jacob Jonia,https://youtube.com/watch?v=8fvRYKSTNJM
aov,1987,cy,Cyprus,Alexia,Aspro Mavro,7.0,,17.0,,7.0,80.0,,,,,,,Andreas Papapaulou,Maria Papapaulou,https://youtube.com/watch?v=MoVBmWY_Ia4
aow,1987,il,Israel,Datner and Kushnir,Shir Habatlanim,8.0,,2.0,,8.0,73.0,,,,,,,Zohar Laskov,,https://youtube.com/watch?v=L2oOiI55-g4
aox,1987,no,Norway,Kate Gulbrandsen,Mitt Liv,9.0,,1.0,,9.0,65.0,,,,,,,Rolf Løvland,Hanne Krogh;Rolf Løvland,https://youtube.com/watch?v=pSvYltrdjQk
aoy,1987,gr,Greece,Bang,Stop!,10.0,,11.0,,10.0,64.0,,,,,,,Thanos Kalliris;Vassilis Dertillis,,https://youtube.com/watch?v=W0xXBsnhhb8
aoz,1987,be,Belgium,Liliane Saint-Pierre,Soldiers Of Love,11.0,,5.0,,11.0,56.0,,,,,,,Gyuri Spies;Marc de Coen,Liliane Keuninckx,https://youtube.com/watch?v=TLcHl15qNGw
ao0,1987,se,Sweden,Lotta Engberg,Boogaloo,12.0,,6.0,,12.0,50.0,,,,,,,Mikael Wendt,Christer Lundh,https://youtube.com/watch?v=MtwZpUolCk8
ao1,1987,gb,United Kingdom,Rikki,Only The Light,13.0,,14.0,,13.0,47.0,,,,,,,Richard Peebles,,https://youtube.com/watch?v=QJ778bwvxfk
ao2,1987,fr,France,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,14.0,,15.0,,14.0,44.0,,,,,,,Gerard Curci,Marc Minier,https://youtube.com/watch?v=wrVTbskBNBA
ao3,1987,fi,Finland,Vicky Rosti,Sata Salamaa,15.0,,18.0,,15.0,32.0,,,,,,,Petri Laaksonen,Veli-Pekka Lehto,https://youtube.com/watch?v=6nzinzAMxtI
ao4,1987,is,Iceland,Halla Margarét,Hægt Og Hljótt,16.0,,4.0,,16.0,28.0,,,,,,,Valgeir Guðjónsson,,https://youtube.com/watch?v=eZa5nySgcLM
ao5,1987,ch,Switzerland,Carole Rich,Moitié Moitié,17.0,,22.0,,17.0,26.0,,,,,,,Jean-Jacques Egli,,https://youtube.com/watch?v=PxuiJNAkhOo
ao6,1987,pt,Portugal,Nevada,Neste Barco à Vela,18.0,,8.0,,18.0,15.0,,,,,,,Alfredo Azinheira;Jorge Mendes,Alfredo Azinheira,https://youtube.com/watch?v=H9OWxZ_Cuso
ao7,1987,es,Spain,Patricia Kraus,No Estás Solo,19.0,,9.0,,19.0,10.0,,,,,,,Rafael Martínez;Rafael Trabucchelli,Patricia Kraus,https://youtube.com/watch?v=-jMCJwtgAmU
ao8,1987,at,Austria,Gary Lux,Nur Noch Gefühl,20.0,,3.0,,20.0,8.0,,,,,,,Kenneth Westmore,Stefanie Werger,https://youtube.com/watch?v=UZkC8cq2BOE
ao9,1987,lu,Luxembourg,Plastic Bertrand,Amour Amour,21.0,,13.0,,21.0,4.0,,,,,,,Alec Mansion;Plastic Bertrand,,https://youtube.com/watch?v=Ur_Trf4glRo
apa,1987,tr,Turkey,Seyyal Tanner & Lokomotif,Şarkım sevgi üstüne,22.0,,10.0,,22.0,0.0,,,,,,,Olcayto Ahmet Tuğsuz,,https://youtube.com/watch?v=5F6k4FtDE_Y
apb,1988,ch,Switzerland,Céline Dion,Ne Partez Pas Sans Moi,1.0,,9.0,,1.0,137.0,,,,,,,Atilla Şereftuğ,Nella Martinetti,https://youtube.com/watch?v=7E8vKSS0YwM
apc,1988,gb,United Kingdom,Scott Fitzgerald,Go,2.0,,4.0,,2.0,136.0,,,,,,,Julie Forsyth,,https://youtube.com/watch?v=F09DJR9iiHY
apd,1988,dk,Denmark,Kirsten & Søren,Ka' Du Se Hva' Jeg Sa',3.0,,13.0,,3.0,92.0,,,,,,,Søren Bundgaard,Keld Heick,https://youtube.com/watch?v=iOAnJN8CMww
ape,1988,lu,Luxembourg,Lara Fabian,Croire,4.0,,17.0,,4.0,90.0,,,,,,,Jacques Cardona,Alain Garcia,https://youtube.com/watch?v=yUiNbGdp00Y
apf,1988,no,Norway,Karoline Krüger,For Vår Jord,5.0,,15.0,,5.0,88.0,,,,,,,Erik Hillestad,Anita Skorgan,https://youtube.com/watch?v=XLHA8jaFX7M
apg,1988,yu,Yugoslavia,Srebrna Krila,Mangup,6.0,,21.0,,6.0,87.0,,,,,,,Rajko Dujmić,Rajko Dujmić;Stevo Cvikić,https://youtube.com/watch?v=mPnRNwH_uSs
aph,1988,il,Israel,Yardena Arazi,Ben Adam,7.0,,8.0,,7.0,85.0,,,,,,,Boris Dimitstein,Ehud Manor,https://youtube.com/watch?v=aCF07NS6P5I
api,1988,ie,Ireland,Jump the Gun,Take Him Home,8.0,,10.0,,8.0,79.0,,,,,,,Peter Eades,,https://youtube.com/watch?v=dMXggK8o3fA
apj,1988,nl,Netherlands,Gerard Joling,Shangri-la,9.0,,7.0,,9.0,70.0,,,,,,,Peter de Wijn,,https://youtube.com/watch?v=2cWqCYJbzOQ
apk,1988,fr,France,Gérard Lenorman,Chanteur De Charme,10.0,,19.0,,10.0,64.0,,,,,,,Gérard Lenorman,Claude Lemesle;Gérard Lenorman,https://youtube.com/watch?v=uy2FT0avgGo
apl,1988,es,Spain,La Década,La Chica Que Yo Quiero (made In Spain),11.0,,6.0,,11.0,58.0,,,,,,,Enrique Peiró,Francisco Dondiego,https://youtube.com/watch?v=vl4OK6LLkY8
apm,1988,se,Sweden,Tommy Körberg,Stad I Ljus,12.0,,2.0,,12.0,52.0,,,,,,,Py Bäckman,,https://youtube.com/watch?v=UxFkbcFhP50
apn,1988,it,Italy,Luca Barbarossa,Ti Scrivo,12.0,,18.0,,12.0,52.0,,,,,,,Luca Barbarossa,,https://youtube.com/watch?v=R9WeTphAYQE
apo,1988,de,Germany,Maxi and Chris Garden,Lied Für Einen Freund,14.0,,11.0,,14.0,48.0,,,,,,,Ralph Siegel,Gunter Johansen,https://youtube.com/watch?v=jTzWGNIQ_Nc
app,1988,tr,Turkey,MFÖ,Sufi,15.0,,5.0,,15.0,37.0,,,,,,,Fuat Güner;Mazhar Alanson;Özkan Uğur,Mazhar Alanson,https://youtube.com/watch?v=0Cg3bBVIz_Y
apq,1988,is,Iceland,Beathoven,Sókrates,16.0,,1.0,,16.0,20.0,,,,,,,Sverrir Stormsker,,https://youtube.com/watch?v=IgpAVZ-0EV4
apr,1988,gr,Greece,Aphroditi Fryda,Kloun,17.0,,14.0,,17.0,10.0,,,,,,,Dimitris Sakislis,,https://youtube.com/watch?v=HfUAlWFF8Rg
aps,1988,be,Belgium,Reynaert,Laissez Briller Le Soleil,18.0,,16.0,,18.0,5.0,,,,,,,Dany Willem;Joseph Reynaerts,Philippe Anciaux;Joseph Reynaerts,https://youtube.com/watch?v=lIYv5QJA9Os
apt,1988,pt,Portugal,Dora,Voltarei,18.0,,20.0,,18.0,5.0,,,,,,,José Calvário;José Niza,,https://youtube.com/watch?v=0mY9ltvjbxk
apu,1988,fi,Finland,Boulevard,Nauravat Silmät Muistetaan,20.0,,3.0,,20.0,3.0,,,,,,,Pepe Willberg,Kirsti Willberg,https://youtube.com/watch?v=BjTtW7GQ7og
apv,1988,at,Austria,Wilfried,Lisa Mona Lisa,21.0,,12.0,,21.0,0.0,,,,,,,Klaus Kofler;Ronnie Herboltzheimer;Wilfried Scheutz,,https://youtube.com/watch?v=1fKcQb3ZEG4
apw,1989,yu,Yugoslavia,Riva,Rock Me,1.0,,22.0,,1.0,137.0,,,,,,,Rajko Dujmić,Stevo Cvikić,https://youtube.com/watch?v=FcxeIpv1Gdk
apx,1989,gb,United Kingdom,Live Report,Why Do I Always Get It Wrong,2.0,,7.0,,2.0,130.0,,,,,,,John Beeby,Brian Hodgson,https://youtube.com/watch?v=_hnmh92X82A
apy,1989,dk,Denmark,Birthe Kjær,Vi Maler Byen Rød,3.0,,12.0,,3.0,111.0,,,,,,,Søren Bundgaard,Keld Heick,https://youtube.com/watch?v=IPkdWtjU9oE
apz,1989,se,Sweden,Tommy Nilsson,En Dag,4.0,,10.0,,4.0,110.0,,,,,,,Alexander Bard;Ola Håkansson;Tim Norell,Ola Håkansson;Tim Norell,https://youtube.com/watch?v=7dl1zoGU9sc
ap0,1989,at,Austria,Thomas Forstner,Nur Ein Lied,5.0,,13.0,,5.0,97.0,,,,,,,Dieter Bohlen,Joachim Horn-Bernges,https://youtube.com/watch?v=IsAUqpXiw58
ap1,1989,es,Spain,Nina,Nacida Para Amar,6.0,,16.0,,6.0,88.0,,,,,,,Juan Carlos Calderón,,https://youtube.com/watch?v=Vq7sKwxmK7g
ap2,1989,fi,Finland,Anneli Saaristo,La Dolce Vita,7.0,,14.0,,7.0,76.0,,,,,,,Matti Puurtinen,Turkka Mali,https://youtube.com/watch?v=bJv4eaBUocE
ap3,1989,fr,France,Nathalie Pâque,J'ai Volé La Vie,8.0,,15.0,,8.0,60.0,,,,,,,G. G. Candy;Guy Mattéoni,Sylvain Lebel,https://youtube.com/watch?v=f9rxnwHbg8A
ap4,1989,it,Italy,Anna Oxa and Fausto Leali,Avrei Voluto,9.0,,1.0,,9.0,56.0,,,,,,,Franco Fasano,Fabrizio Berlincioni;Franco Ciani,https://youtube.com/watch?v=J3lDsE4Ivjs
ap5,1989,gr,Greece,Marianna,To Diko Sou Asteri,9.0,,19.0,,9.0,56.0,,,,,,,Marianna Efstratiou;Yannis Kyris,Villy Sanianu,https://youtube.com/watch?v=w0x1EJSPZIs
ap6,1989,cy,Cyprus,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,11.0,,17.0,,11.0,51.0,,,,,,,Marios Meletiou,Efi Meletiou,https://youtube.com/watch?v=9HlldYCQXKI
ap7,1989,il,Israel,Gili & Galit,Derech Ha'melech,12.0,,2.0,,12.0,50.0,,,,,,,Shaike Paikov,,https://youtube.com/watch?v=OnovnAMjdJw
ap8,1989,ch,Switzerland,Furbaz,Viver Senza Tei,13.0,,18.0,,13.0,47.0,,,,,,,Marie Louise Werth,,https://youtube.com/watch?v=It1OltnpM-A
ap9,1989,de,Germany,Nino de Angelo,Flieger,14.0,,21.0,,14.0,46.0,,,,,,,Dieter Bohlen,Joachim Horn-Bernges,https://youtube.com/watch?v=-4iLLxMq52A
aqa,1989,nl,Netherlands,Justine Pelmelay,Blijf Zoals Je Bent,15.0,,4.0,,15.0,45.0,,,,,,,Jan Kisjes,Aart Mol;Cees Bergman;Elmer Veerhoff;Erwin van Prehn;Geertjan Hessing,https://youtube.com/watch?v=uF1Q1elnD0o
aqb,1989,pt,Portugal,Da Vinci,Conquistador,16.0,,9.0,,16.0,39.0,,,,,,,Ricardo,Pedro Luís,https://youtube.com/watch?v=jIBd4haCFGo
aqc,1989,no,Norway,Britt Synnøve Johansen,Venners Nærhet,17.0,,8.0,,17.0,30.0,,,,,,,Inge Enoksen,Leiv N. Grøtte,https://youtube.com/watch?v=DGIUODWyzD4
aqd,1989,ie,Ireland,Kiev Connolly and the Missing Passengers,The Real Me,18.0,,3.0,,18.0,21.0,,,,,,,Kiev Connolly,,https://youtube.com/watch?v=8utNj9Q-Yc0
aqe,1989,be,Belgium,Ingeborg,Door De Wind,19.0,,6.0,,19.0,13.0,,,,,,,Stef Bos,,https://youtube.com/watch?v=smVKttN7OOw
aqf,1989,lu,Luxembourg,Park Café,Monsieur,20.0,,11.0,,20.0,8.0,,,,,,,Gast Waltzing;Maggie Parke,Bernard Loncheval;Maggie Parke;Yves Lacomblez,https://youtube.com/watch?v=yGF8OhHOZac
aqg,1989,tr,Turkey,Pan,Bana Bana,21.0,,5.0,,21.0,5.0,,,,,,,Timur Selçuk,,https://youtube.com/watch?v=nsRt18ycmVA
aqh,1989,is,Iceland,Daníel Augúst Haraldsson,Það Sem Enginn Sér,22.0,,20.0,,22.0,0.0,,,,,,,Valgeir Guðjónsson,,https://youtube.com/watch?v=ymMGcwcaIm8
aqi,1990,it,Italy,Toto Cutugno,Insieme: 1992,1.0,,19.0,,1.0,149.0,,,,,,,Salvatore Cutugno,,https://youtube.com/watch?v=enjaeemoBYE
aqj,1990,fr,France,Joelle Ursull,White And Black Blues,2.0,,14.0,,2.0,132.0,,,,,,,,,https://youtube.com/watch?v=5x7KHwFHVfM
aqk,1990,ie,Ireland,Liam Reilly,Somewhere In Europe,2.0,,17.0,,2.0,132.0,,,,,,,Liam Reilly,,https://youtube.com/watch?v=PMu-NKZKJXw
aql,1990,is,Iceland,Stjórnin,Eitt Lag Enn,4.0,,8.0,,4.0,124.0,,,,,,,Hörður G. Ólafsson,Aðalsteinn Ásberg Sigurðsson,https://youtube.com/watch?v=ybH_XhW6Rkk
aqm,1990,es,Spain,Azúcar Moreno,Bandido,5.0,,1.0,,5.0,96.0,,,,,,,Jaime Stinus;Raúl Orellana,José Luis Abel,https://youtube.com/watch?v=44_UtU44Xbs
aqn,1990,gb,United Kingdom,Emma,Give A Little Love Back To The World,6.0,,7.0,,6.0,87.0,,,,,,,Paul Curtis,,https://youtube.com/watch?v=ObKX1lmFebI
aqo,1990,yu,Yugoslavia,Tajci,Hajde Da Ludujemo,7.0,,15.0,,7.0,81.0,,,,,,,Zrinko Tutić,Alka Vuica,https://youtube.com/watch?v=SoWuOi8sAZk
aqp,1990,dk,Denmark,Lonnie Devantier,Hallo Hallo,8.0,,11.0,,8.0,64.0,,,,,,,John Hatting;Torben Lendager,Keld Heick,https://youtube.com/watch?v=Lsp0S79f1ko
aqq,1990,de,Germany,Chris Kempers and Daniel Kovac,Frei Zu Leben,9.0,,13.0,,9.0,60.0,,,,,,,Ralph Siegel,Michael Kunze,https://youtube.com/watch?v=hr0G7jJzjnA
aqr,1990,at,Austria,Simone,Keine Mauern Mehr,10.0,,20.0,,10.0,58.0,,,,,,,Marc Berry;Nanna Berry,Mario Botazzi,https://youtube.com/watch?v=pq3ndrZzaf0
aqs,1990,ch,Switzerland,Egon Egemann,Musik Klingt In Die Welt Hinaus,11.0,,12.0,,11.0,51.0,,,,,,,Cornelia Lackner,,https://youtube.com/watch?v=rJzFwpqMmMM
aqt,1990,be,Belgium,Philippe Lafontaine,Macédomienne,12.0,,3.0,,12.0,46.0,,,,,,,Philippe Lafontaine,,https://youtube.com/watch?v=zDBo1S0ZDnQ
aqu,1990,lu,Luxembourg,Céline Carzo,Quand Je Te Rêve,13.0,,6.0,,13.0,38.0,,,,,,,Jean-Charles France,Thierry Delianis,https://youtube.com/watch?v=U19ABsr7Ruw
aqv,1990,cy,Cyprus,Haris Anastasiou,Milas Poli,14.0,,21.0,,14.0,36.0,,,,,,,John Vickers,Haris Anastasiou,https://youtube.com/watch?v=fGFb9Dngosg
aqw,1990,nl,Netherlands,Maywood,Ik Wil Alles Met Je Delen,15.0,,5.0,,15.0,25.0,,,,,,,Alice May,,https://youtube.com/watch?v=wa4UjvbF3so
aqx,1990,se,Sweden,Edin-Ådahl,Som En Vind,16.0,,18.0,,16.0,24.0,,,,,,,Mikael Wendt,,https://youtube.com/watch?v=3TIXDUyDcBw
aqy,1990,tr,Turkey,Kayahan,Gözlerinin Hapsindeyim,17.0,,4.0,,17.0,21.0,,,,,,,Kayahan Açar,,https://youtube.com/watch?v=d-4mStIyWkk
aqz,1990,il,Israel,Rita,Shara Barechovot,18.0,,10.0,,18.0,16.0,,,,,,,Rami Kleinstein,Tzruya Lahav,https://youtube.com/watch?v=e1djiCFrqGE
aq0,1990,gr,Greece,Christos Callow and Wave,Horis Skopo,19.0,,2.0,,19.0,11.0,,,,,,,Yiorgos Palaiokastritis,Yiorgos Papayanakis,https://youtube.com/watch?v=ATa-Wh6txhA
aq1,1990,pt,Portugal,Nucha,Há Sempre Alguém,20.0,,16.0,,20.0,9.0,,,,,,,Ian van Dijck;Luís Filipe,Francisco Pereira;Frederico Pereira,https://youtube.com/watch?v=NPzyO4jww8A
aq2,1990,no,Norway,Ketil Stokkan,Brandenburger Tor,21.0,,9.0,,21.0,8.0,,,,,,,Ketil Stokkan,,https://youtube.com/watch?v=Ip1BpdO9G5Y
aq3,1990,fi,Finland,Beat,Fri?,21.0,,22.0,,21.0,8.0,,,,,,,Janne Engblom;Kim Engblom;Tina Krause,Stina Engblom,https://youtube.com/watch?v=7EEw7xAvjjE
aq4,1991,se,Sweden,Carola,Fångad Av En Stormvind,1.0,,8.0,,1.0,146.0,,,,,,,Stephan Berg,,https://youtube.com/watch?v=7wnS4nu-bOc
aq5,1991,fr,France,Amina,C'est Le Dernier Qui A Parlé Qui A Raison,2.0,,9.0,,2.0,146.0,,,,,,,Wasis Diop,Amina Annabi,https://youtube.com/watch?v=PnxEBAoCZIw
aq6,1991,il,Israel,Duo Datz,Kan,3.0,,15.0,,3.0,139.0,,,,,,,Uzi Hitman,,https://youtube.com/watch?v=yF4BDqbidrc
aq7,1991,es,Spain,Sergio Dalma,Bailar Pegados,4.0,,19.0,,4.0,119.0,,,,,,,Julio Seijas,Luis Gómez-Escolar,https://youtube.com/watch?v=4EGAIciJ76U
aq8,1991,ch,Switzerland,Sandra Simò,Canzone Per Te,5.0,,5.0,,5.0,118.0,,,,,,,Renato Mascetti,,https://youtube.com/watch?v=IOkdJSli5Gc
